Computer Topography Head,HC CT HEAD WO,1742,Morristown Memorial Hospital
Computer Topography Pelvis,HC CT PELVIS WO,1742,Morristown Memorial Hospital
Computer Topography Abdomen,HC CT ABDOMEN WO,1742,Morristown Memorial Hospital
Computer Topography Abdomen,CT ABDOMEN AND PELVIS,4256,Long Island Jewish Medical Center
Computer Topography Cervical Spine,CT CERVICAL SPINE,1509,Long Island Jewish Medical Center
Computer Topography Heart,CT HEART CALCIUM SCORE,291,Long Island Jewish Medical Center
Computer Topography Lumbar Spine,CT LUMBAR SPINE,1084,Long Island Jewish Medical Center
Computer Topography Pelvis,CT PELVIS BONY ONLY,1305,Long Island Jewish Medical Center
Computer Topography Thoracic Spine,CT THORACIC SPINE,1316,Long Island Jewish Medical Center
MRI Abdomen,MR ABDOMEN,2341,Long Island Jewish Medical Center
MRI Brain,MR BRAIN,5165,Long Island Jewish Medical Center
MRI Chest,MR CHEST,3745,Long Island Jewish Medical Center
Ultrasound Abdomen,US ABDOMEN COMPLETE,1711,Long Island Jewish Medical Center
Ultrasound Pelvic,US PELVIC COMPLETE,1942,Long Island Jewish Medical Center
Mammography,HC MAMMOGRAM DX DIG BIL,781,Morristown Memorial Hospital
XRay Bone Density,XR BONE DENSITY APPENDICULAR,557,Long Island Jewish Medical Center
Ultrasound Abdomen,HC US ABDOMEN CMPLT,829,Morristown Memorial Hospital
Ultrasound Uterus,HC US UTERUS OB <14 WKS SNG FETUS,455,Morristown Memorial Hospital
Ultrasound Pelvic,HC US PELVIC CMPLT,829,Morristown Memorial Hospital
MRI Chest,HC MRI CHEST WO,3287,Morristown Memorial Hospital
MRI Pelvis,HC MRI PELVIS WO,3287,Morristown Memorial Hospital
MRI Abdomen,HC MRI ABDOMEN WO,3287,Morristown Memorial Hospital
MRI Cardiac,HC MRI CARDIAC MORPH W/STRESS WO,3924,Morristown Memorial Hospital
MRI Breast,HC MRI BREAST UNI W,3012,Morristown Memorial Hospital
MRI Brain,HC MRI BRAIN WO,3287,Morristown Memorial Hospital
Computer Topography Head,CT HEAD/BRAIN W/O CONT  ,7118,Las Palmas Medical Center
MRI Brain,MRI BRAIN W/CONTRAST    ,9915,Las Palmas Medical Center
Fluoroscopy,XR FLUOROSCOPY 0-60 MIN ,1561,Las Palmas Medical Center
Fluoroscopy,BRONCHOSCOPY W/ BRONCHIAL THERMOPLASTY 1 LOBE W/ FLUOROSCOPY,6277,Ohio State University Hospital
Mammography,DIAGNOSTIC MAMMOGRAPHY TOMOSYNTHESIS BILATERAL,178,Ohio State University Hospital
Computer Topography Heart,CT HEART W CN ART/GRAFTS,1841,Las Palmas Medical Center
Ultrasound Abdomen,US ABDOMEN LTD          ,3171,Las Palmas Medical Center
Ultrasound Pelvic,US PELVIC COMPLETE      ,3956,Las Palmas Medical Center
Computer Topography Abdomen,CT ABDOMEN W/CONT       ,8492,Las Palmas Medical Center
Computer Topography Pelvis,CT PELVIS W/CONTRAST    ,7058,Las Palmas Medical Center
Computer Topography Lower Extremity,REPAIR BLOOD VESSEL DIRECT LOWER EXTREMITY,2145,Ohio State University Hospital
Ultrasound Pelvic,ULTRASOUND PELVIC COMPLETE,751,Ohio State University Hospital
Fluoroscopy,HB  FLUOROSCOPY SEPARATE PROCEDURE < 1 HR,530,Ronald Reagan UCLA Medical Center
MRI Brain,HB MRI BRAIN WO CONTRAST,2830,Ronald Reagan UCLA Medical Center
MRI Chest,HB MRI CHEST WO CONTRAST,2810,Ronald Reagan UCLA Medical Center
MRI Pelvis,HB MRI PELVIS WO CONTRAST,2780,Ronald Reagan UCLA Medical Center
MRI Abdomen,HB MRI ABDOMEN WO CONTRAST,2810,Ronald Reagan UCLA Medical Center
Computer Topography Pelvis,HB  CT PELVIS WO CONTRAST,1490,Ronald Reagan UCLA Medical Center
Computer Topography Lower Extremity,HB  CT LOWER EXTREMITY WO CONTRAST,1450,Ronald Reagan UCLA Medical Center
Computer Topography Abdomen,HB  CT ABDOMEN WO CONTRAST,1480,Ronald Reagan UCLA Medical Center
Computer Topography Heart,HB  CT HEART WO CONTRAST+CORONARY CALCIUM,216,Ronald Reagan UCLA Medical Center
Mammography,HB DIAG CAD MAMMOGRAM UNILAT,339,Ronald Reagan UCLA Medical Center
Ultrasound Abdomen,HB US ABDOMINAL W CONTRAST,930,Ronald Reagan UCLA Medical Center
Ultrasound Uterus,HB  US PREG UTERUS LTD,380,Ronald Reagan UCLA Medical Center
MRI Breast,HB COMPUTER-AIDED DETECTION CAD MRI BREAST,1000,Ronald Reagan UCLA Medical Center
MRI Cardiac,HB  MRI CARDIAC WO CONTR,1140,Ronald Reagan UCLA Medical Center
MRI Abdomen,MRI ABDOMEN W&WO CONT   ,11473,Las Palmas Medical Center
MRI Chest,MRI CHEST W&WO CONT     ,9878,Las Palmas Medical Center
MRI Pelvis,MRI PELVIS W&WO CONT    ,10898,Las Palmas Medical Center
Mammography,BC-DIGITAL MAMMOGRAM   BILAT   DIAGNOSTIC,317.5,Huntsville Hospital
Fluoroscopy,CLHC-CARDIAC FLUOROSCOPY,876,Huntsville Hospital
Ultrasound Abdomen,LD-MOBIUS ABDOMINAL RETRACTOR - 22CM,728,Huntsville Hospital
MRI Cardiac,MR-CARDIAC MRI VELOCITY FLOW MAPPING,812,Huntsville Hospital
MRI Breast,MRE-CAD BREAST MRI,63,Huntsville Hospital
Fluoroscopy,"	THROAT X-RAY & FLUOROSCOPY",657,Methodist Le BonHeur Hospital
Computer Topography Head,"	CT HEAD/BRAIN W/O DYE",2439,Methodist Le BonHeur Hospital
MRI Brain,"	MRI BRAIN STEM W/O DYE",4724,Methodist Le BonHeur Hospital
MRI Chest,"	MRI CHEST W/O DYE",4724,Methodist Le BonHeur Hospital
Computer Topography Lumbar Spine,"	CT LUMBAR SPINE W/O DYE",2439,Methodist Le BonHeur Hospital
Computer Topography Pelvis,"	CT PELVIS W/O DYE",2439,Methodist Le BonHeur Hospital
MRI Pelvis,"	MRI PELVIS W/O DYE",4724,Methodist Le BonHeur Hospital
MRI Upper Extremity,"	MRI UPPER EXTREMITY W/O DYE",9459,Methodist Le BonHeur Hospital
Computer Topography Lower Extremity,"	CT LOWER EXTREMITY W/O DYE",4877,Methodist Le BonHeur Hospital
MRI Lower Extremity,"	MRI LOWER EXTREMITY W/O DYE",9459,Methodist Le BonHeur Hospital
Computer Topography Abdomen,"	CT ABDOMEN W/O DYE",3929,Methodist Le BonHeur Hospital
MRI Abdomen,"	MRI ABDOMEN W/O DYE",4724,Methodist Le BonHeur Hospital
MRI Cardiac,"	CARDIAC MRI FOR MORPH",3397,Methodist Le BonHeur Hospital
Computer Topography Abdomen,CT ABDOMEN PELVIS W CONTRAST,4400,Mount Sinai Hospital
Computer Topography Cervical Spine,CT CERVICAL SPINE W DYE,2000,Mount Sinai Hospital
Computer Topography Head,CT HEAD/BRAIN W DYE,2000,Mount Sinai Hospital
Computer Topography Lower Extremity,CT LOWER EXTREMITY W CONTR,1750,Mount Sinai Hospital
Computer Topography Lumbar Spine,CT LUMBAR SPINE W DYE,2000,Mount Sinai Hospital
Computer Topography Pelvis,CT PELVIS W DYE,2600,Mount Sinai Hospital
Computer Topography Thoracic Spine,CT THORACIC SPINE W DYE,2000,Mount Sinai Hospital
Fluoroscopy,FLUOROSCOPY UP TO 1 HOUR,900,Mount Sinai Hospital
Mammography,HC MAMMOGRAPHY DIGITAL UNILAT ALL VIEWS,674,Loma Linda Memorial Hospital
MRI Abdomen,MRI ABDOMEN W CONTRAST,3200,Mount Sinai Hospital
MRI Brain,MRI BRAIN W CONTRAST,5300,Mount Sinai Hospital
MRI Breast,MRI BREAST BI W&WO CONTRAST,7600,Mount Sinai Hospital
MRI Cardiac,MRI CARDIAC MORPH/FNC WO/W CON,5600,Mount Sinai Hospital
MRI Chest,MRI CHEST W&WO CONTRAST,3200,Mount Sinai Hospital
MRI Pelvis,MRI PELVIS W CONTRAST,4200,Mount Sinai Hospital
Ultrasound Abdomen,US ABDOMEN COMPLETE,1300,Mount Sinai Hospital
Ultrasound Pelvic,US PELVIC NON OB LIMITED,900,Mount Sinai Hospital
Fluoroscopy,HC FLUOROSCOPY < 1HR,1254,Loma Linda Memorial Hospital
Computer Topography Head,HC CT HEAD W CONTRAST,4668,Loma Linda Memorial Hospital
Computer Topography Abdomen,HC CT ABDOMEN WO CONTR,4553,Loma Linda Memorial Hospital
MRI Brain,HC MRI BRAIN WO CONTRAST,5673,Loma Linda Memorial Hospital
MRI Chest,HC MRI CHEST   W/O CONT,5900,Loma Linda Memorial Hospital
MRI Abdomen,HC MRI ABDOMEN W/O CONTRAST,6225,Loma Linda Memorial Hospital
MRI Pelvis,HC MRI PELVIS W/O CONTRAST,6225,Loma Linda Memorial Hospital
MRI Lower Extremity,HC MRI LOWER EXTREM JOIN  W & WO CONT,8607,Loma Linda Memorial Hospital
MRI Upper Extremity,HC MRI UPPER EXTREM W/O CONT,5118,Loma Linda Memorial Hospital
MRI Cardiac,HC CARDIAC MRI VELOCITY FLOW MAPPING,1239,Loma Linda Memorial Hospital
MRI Breast,HC MRI BREAST BILAT W&W/O CONTRAST,7852,Loma Linda Memorial Hospital
Ultrasound Pelvic,HC ULTRASOUND PELVIC,2334,Loma Linda Memorial Hospital
Fluoroscopy,XR FLUOROSCOPY LESS THAN,789,Presbyterian Intercommunity Hospital
Mammography,BC MAMMOGRAM  MOTHERS DAY,489,Presbyterian Intercommunity Hospital
Ultrasound Abdomen,US ABDOMEN COMPLETE,2011,Presbyterian Intercommunity Hospital
Ultrasound Pelvic,US PELVIC  ENDOVAGINAL,1432,Presbyterian Intercommunity Hospital
Computer Topography Head,CT HEAD W/C 15 SL,4770,Presbyterian Intercommunity Hospital
MRI Chest,MRI CHEST W/O CONTRAST,4644,Presbyterian Intercommunity Hospital
MRI Abdomen,MRI ABDOMEN W/O CONTRAST,5806,Presbyterian Intercommunity Hospital
Computer Topography Pelvis,CT PELVIS  30 SL W/CONTRA,4070,Presbyterian Intercommunity Hospital
Computer Topography Abdomen,CT ABDOMEN NO IV CONTRAS,4463,Presbyterian Intercommunity Hospital
Computer Topography Heart,CT HEART W IV CONT (CHD),6564,Presbyterian Intercommunity Hospital
MRI Pelvis,MRI PELVIS WO/W CONTRAST,8565,Presbyterian Intercommunity Hospital
MRI Breast,BC MRI BREAST BILAT WO/C,9572,Presbyterian Intercommunity Hospital
Computer Topography Heart,IVUS/OCT HEART W/ DX/TX INIT VESSEL,7501.25,Rush University Medical Center
Computer Topography Abdomen,CT ABDOMEN W/ CONTRAST,2478.25,Rush University Medical Center
Computer Topography Head,CT HEAD/BRAIN W/ CONTRAST,2425.5,Rush University Medical Center
Computer Topography Lower Extremity,CT LOWER EXTREMITY W/ CONTRAST,2594.25,Rush University Medical Center
Computer Topography Pelvis,CT PELVIS W/ CONTRAST,2722,Rush University Medical Center
MRI Brain,FUNCTIONAL MRI BRAIN MD ADMIN,2022.25,Rush University Medical Center
Fluoroscopy,LARYNX/ PHARYNX RAD EXAM W/ FLUOROSCOPY,270.25,Rush University Medical Center
MRI Abdomen,MRI ABDOMEN W/ CONTRAST,3620,Rush University Medical Center
MRI Cardiac,MRI CARDIAC VELOCITY FLOW MAPPING,4269.25,Rush University Medical Center
MRI Chest,MRI CHEST W/ CONTRAST,3859.5,Rush University Medical Center
MRI Lower Extremity,MRI LOWER EXTREMITY ANY JOINT W/ CONT,3043.25,Rush University Medical Center
MRI Pelvis,MRI PELVIS W/ CONTRAST,4344,Rush University Medical Center
MRI Upper Extremity,MRI UPPER EXTREMITY ANY JOINT W/ CONT,3297.5,Rush University Medical Center
Ultrasound Abdomen,US ABDOMEN COMPLETE,1202.75,Rush University Medical Center
Ultrasound Pelvic,US PELVIC NON-OB COMPLETE,811,Rush University Medical Center
Ultrasound Uterus,US UTERUS FOLLOW-UP PER FETUS,494.75,Rush University Medical Center
Fluoroscopy,XR FLUOROSCOPY 0-60 MIN ,1369.27,Methodist Hospital (San Antonio)
Computer Topography Abdomen,CT ABDOMEN W/O CONT     ,4600.4,Methodist Hospital (San Antonio)
Computer Topography Heart,CT HEART WO CN W QUAN CA,539.24,Methodist Hospital (San Antonio)
Computer Topography Head,CT HEAD/BRAIN W/O CONT  ,4490.81,Methodist Hospital (San Antonio)
Computer Topography Pelvis,CT PELVIS W/O CONTRAST  ,3388.46,Methodist Hospital (San Antonio)
Ultrasound Abdomen,US ABDOMEN COMPLETE     ,2324.07,Methodist Hospital (San Antonio)
Ultrasound Pelvic,US PELVIC COMPLETE      ,2060.42,Methodist Hospital (San Antonio)
MRI Abdomen,MRI ABDOMEN W/O CONT    ,7284.69,Methodist Hospital (San Antonio)
MRI Brain,MRI BRAIN W/CONTRAST    ,7683.97,Methodist Hospital (San Antonio)
MRI Chest,MRI CHEST W/O CONT      ,6518.68,Methodist Hospital (San Antonio)
MRI Pelvis,MRI PELVIS W&WO CONT    ,5058.27,Methodist Hospital (San Antonio)
MRI Breast,MRI BREAST WO CONT UNI  ,2506,Methodist Hospital (San Antonio)
Computer Topography Head,CT HEAD W/O CONTRAST,1604,New York Presbyterian Hospital
Computer Topography Heart,CT HEART W/O DYE W/CA TEST,680,New York Presbyterian Hospital
Computer Topography Pelvis,CT PELVIS W/O CONTRAST,1348,New York Presbyterian Hospital
MRI Brain,MRI BRAIN WO FUNCTN + 3D RECON,1169,New York Presbyterian Hospital
MRI Abdomen,MRI ABDOMEN W/O CONTRAST,1894,New York Presbyterian Hospital
MRI Cardiac,CARDIAC MRI MORPH W/O CONT,2478,New York Presbyterian Hospital
MRI Chest,MRI CHEST W/O CONTRAST,2478,New York Presbyterian Hospital
MRI Pelvis,MRI PELVIS W/O CONTRAST,2912,New York Presbyterian Hospital
Computer Topography Abdomen,HC CT ABDOMEN PELVIS W CONTRAST,1963,Riverside Methodist Hospital
Computer Topography Cervical Spine,HC CT CERVICAL SPINE W CONTRAST,1198,Riverside Methodist Hospital
Computer Topography Heart,HC CT HEART CONTRAST EVAL CARD FUNCTION,7207,Riverside Methodist Hospital
Computer Topography Lumbar Spine,HC CT LUMBAR SPINE W CONTRAST,764,Riverside Methodist Hospital
Computer Topography Pelvis,HC CT PELVIS W CONTRAST,1562,Riverside Methodist Hospital
Computer Topography Thoracic Spine,HC CT THORACIC SPINE W CONTRAST,604,Riverside Methodist Hospital
Mammography,HC MAMMOGRAM DIAG BILAT DIGITAL W CAD,1359,Riverside Methodist Hospital
MRI Abdomen,HC MRI ABDOMEN W CONTRAST,2098,Riverside Methodist Hospital
MRI Brain,HC MRI BRAIN DURING OPEN PROC W AND WO CONT,2055,Riverside Methodist Hospital
MRI Breast,HC MRI BREAST BILAT W AND WO CONTRAST,2323,Riverside Methodist Hospital
MRI Chest,HC MRI CHEST W CONTRAST,1997,Riverside Methodist Hospital
MRI Pelvis,HC MRI PELVIS W CONTRAST,2168,Riverside Methodist Hospital
Ultrasound Abdomen,HC US ABDOMEN COMPLETE,952,Riverside Methodist Hospital
XRay Bone Density,HC XR BONE DENSITY DEXA AXIAL AND VERTEB,2361,Riverside Methodist Hospital
Computer Topography Abdomen,HC CT ABDOMEN W/CONTR,1437,St. Francis Medical Center
Computer Topography Cervical Spine,HC CT CERVICAL SPINE W/CONTR,2711,St. Francis Medical Center
Computer Topography Head,HC CT HEAD W CONTRAST,2423,St. Francis Medical Center
Computer Topography Heart,HC CT HEART W/CONTR,2703,St. Francis Medical Center
Computer Topography Lumbar Spine,HC CT LUMBAR SPINE W/CONTR,2911,St. Francis Medical Center
Computer Topography Pelvis,HC CT PELVIS W/CONTR,1450,St. Francis Medical Center
Computer Topography Thoracic Spine,HC CT THORACIC SPINE W/CONTR,2712,St. Francis Medical Center
Mammography,HC DIAGNOSTIC MAMMOGRAPHY UNILATERAL,318,St. Francis Medical Center
MRI Abdomen,HC MRI ABDOMEN WO,4174,St. Francis Medical Center
MRI Brain,HC MRI BRAIN W,4681,St. Francis Medical Center
MRI Breast,HC MRI BREAST W BIL,5336,St. Francis Medical Center
MRI Cardiac,HC MRI CARDIAC-MORPHO/FUNCTI,3625,St. Francis Medical Center
MRI Chest,HC MRI CHEST W,4739,St. Francis Medical Center
MRI Pelvis,HC MRI PELVIS W CONTRAST,3625,St. Francis Medical Center
Ultrasound Abdomen,HC US ABDOMINAL COMP,1719,St. Francis Medical Center
Ultrasound Pelvic,HC US PELVIC (NON OB),1048,St. Francis Medical Center
Mammography,CAD DIAGNOSTIC MAMMOGRAPHY,31,Wake Forest Baptist Health
Computer Topography Abdomen,CT ABDOMEN & PELVIS W CONTRAST,1538,Wake Forest Baptist Health
Computer Topography Head,CT HEAD W&W/0 INFUSION,968,Wake Forest Baptist Health
Computer Topography Heart,CT HEART CALCIUM SCORING W/O,669,Wake Forest Baptist Health
Computer Topography Pelvis,CT PELVIS W&W/O INFUSION,1144,Wake Forest Baptist Health
Fluoroscopy,FLUOROSCOPY,165,Wake Forest Baptist Health
MRI Brain,GAMMA MRI BRAIN W/O INF,919,Wake Forest Baptist Health
MRI Abdomen,MRI ABDOMEN W/CONTRAST,1505,Wake Forest Baptist Health
MRI Breast,MRI BREAST BI W/CONT,980,Wake Forest Baptist Health
MRI Chest,MRI CHEST W/CONTRAST,1839,Wake Forest Baptist Health
MRI Pelvis,MRI PELVIS W/ CONTRAST,1411,Wake Forest Baptist Health
Ultrasound Abdomen,US ABDOMEN COMPLETE,299,Wake Forest Baptist Health
MRI Cardiac,CARDIAC MRI-FUNCTION-COMPLETE,3917,Robert Wood Johnson University Hospital
Computer Topography Abdomen,CT ABDOMEN W/O CONTRAST,2240,Robert Wood Johnson University Hospital
Computer Topography Cervical Spine,CT CERVICAL SPINE WITH CONTRAS,2202,Robert Wood Johnson University Hospital
Computer Topography Head,CT HEAD WITHOUT & WITH CONTRAS,2031,Robert Wood Johnson University Hospital
Computer Topography Lumbar Spine,CT LUMBAR SPINE W/O CONTRAST,1684,Robert Wood Johnson University Hospital
Computer Topography Pelvis,CT PELVIS W/ CONTRAST,2759,Robert Wood Johnson University Hospital
Computer Topography Thoracic Spine,CT THORACIC SPINE W/O & W/CONT,2038,Robert Wood Johnson University Hospital
Fluoroscopy,FLUOROSCOPY   ABDOMEN,925,Robert Wood Johnson University Hospital
MRI Abdomen,MRI ABDOMEN   W/O CONTRAST,3918,Robert Wood Johnson University Hospital
MRI Brain,MRI BRAIN W & WO CONTRAST,4089,Robert Wood Johnson University Hospital
MRI Chest,MRI CHEST W/O AND WITH CONTRAS,4089,Robert Wood Johnson University Hospital
MRI Pelvis,MRI PELVIS W/O & WITH CONTRAST,4497,Robert Wood Johnson University Hospital
Ultrasound Abdomen,US ABDOMEN   COMPLETE,1122,Robert Wood Johnson University Hospital
Ultrasound Pelvic,US PELVIC (NON-OB)   COMPLETE,803,Robert Wood Johnson University Hospital
Mammography,Bilateral diagnostic mammographywith computer-aided analysis,525,St. Josephs Hospital (Tampa)
Computer Topography Abdomen,Ct abdomen,4652,St. Josephs Hospital (Tampa)
Computer Topography Head,Ct head or brain,3765,St. Josephs Hospital (Tampa)
Computer Topography Heart,Ct heart with evaluation of blood vessel calcium,696,St. Josephs Hospital (Tampa)
Computer Topography Pelvis,Ct pelvis,4329,St. Josephs Hospital (Tampa)
Fluoroscopy,Fluoroscopy of the bladder and lower urinary tract,1342,St. Josephs Hospital (Tampa)
MRI Abdomen,Mri abdomen,3217,St. Josephs Hospital (Tampa)
MRI Brain,Mri brain including brain stem,4223,St. Josephs Hospital (Tampa)
MRI Breast,Mri breast bilateral with contrast,4271,St. Josephs Hospital (Tampa)
MRI Chest,Mri chest,3165,St. Josephs Hospital (Tampa)
MRI Pelvis,Mri pelvis,4134,St. Josephs Hospital (Tampa)
MRI Upper Extremity,Mri upper extremity blood vessels,3124,St. Josephs Hospital (Tampa)
Ultrasound Uterus,Ultrasound uterus,1019,St. Josephs Hospital (Tampa)
